path,language,label,split,source,is_spoofed
spoofed_data/train/bn_mcv_common_voice_bn_30648569.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648570.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648571.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648572.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648573.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648576.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648577.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648578.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648579.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648581.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648582.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648583.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648584.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648585.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648586.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648587.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648588.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648589.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648590.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648591.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648592.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648593.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648594.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648595.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648597.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648598.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648599.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648600.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648606.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648607.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648608.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648609.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648610.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648616.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648617.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648618.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30648620.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661611.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661612.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661613.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661614.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661615.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661629.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661631.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661633.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661704.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661705.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661707.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661708.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661714.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661715.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661716.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661717.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661718.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30661738.mp3,bengali,0,train,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30661743.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30661744.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30661745.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30661746.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30661747.mp3,bengali,0,dev,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662771.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662772.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662773.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662774.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662775.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662784.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662785.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662787.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662788.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662789.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662817.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662818.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662819.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662820.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662821.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662998.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30662999.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30663000.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30663002.mp3,bengali,0,train,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30664799.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30664800.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30664801.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30664802.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30664803.mp3,bengali,0,dev,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665285.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665286.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665287.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665288.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665289.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665290.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665291.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665292.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665293.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665294.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665295.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665296.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665297.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665298.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30665299.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667382.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667383.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667384.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667385.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667386.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667394.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667399.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667400.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667401.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667403.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30667404.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668952.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668953.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668955.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668956.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668957.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668967.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668969.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668971.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668972.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668982.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668983.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668985.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668986.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668997.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668998.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30668999.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30669000.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30669001.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30669012.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30669013.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30669014.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30669048.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30669049.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30669050.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30669051.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30669052.mp3,bengali,0,train,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30669630.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30669631.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30669632.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30669633.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30669634.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30672172.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30672173.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30672174.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30672176.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30672177.mp3,bengali,0,dev,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676850.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676851.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676852.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676854.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676861.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676863.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676864.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676915.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676916.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676917.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676918.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676919.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676936.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676939.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676940.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30676941.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30677291.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30677292.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30677293.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30677294.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30684174.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30684175.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30684176.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30684177.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30684178.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30684181.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30684182.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30684183.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30684184.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30684185.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686114.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686115.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686116.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686119.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686120.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686121.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686122.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686124.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686126.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686127.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686129.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686130.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686131.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686133.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686134.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686135.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686136.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686137.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686138.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686140.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686141.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30686143.mp3,bengali,0,train,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30693114.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30693115.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30693116.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30693117.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30693118.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30693236.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30693237.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30693238.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30693239.mp3,bengali,0,dev,mcv,1
spoofed_data/dev/bn_mcv_common_voice_bn_30693240.mp3,bengali,0,dev,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30696444.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30696446.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30696447.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30696448.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30696454.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30696455.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30696456.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30696457.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30696458.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698853.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698855.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698856.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698857.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698953.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698954.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698955.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698956.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698957.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698964.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698965.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698966.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698967.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698968.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698974.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698975.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698976.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698977.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698978.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698979.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698980.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698982.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30698983.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704161.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704162.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704163.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704164.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704165.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704172.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704173.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704507.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704508.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704509.mp3,bengali,0,train,mcv,1
spoofed_data/train/bn_mcv_common_voice_bn_30704510.mp3,bengali,0,train,mcv,1
